CODIGO_MESA,DESCRIPCION,CODIGO_PAIS,NOMBRE_PAIS,CODIGO_DEPARTAMENTO,NOMBRE_DEPARTAMENTO,CODIGO_PROVINCIA,NOMBRE_PROVINCIA,CODIGO_SECCION,NOMBRE_MUNICIPIO,CODIGO_LOCALIDAD,NOMBRE_LOCALIDAD,CODIGO_RECINTO,NOMBRE_RECINTO,NUMERO_MESA,INSCRITOS_HABILITADOS,AHORA!,CAMBIEMOS,CPEM-B,FPV,MAS-IPSP,DEMOCRATAS,MNR,MTS,NACER,PAN-BOL,SOMOS,UNEBENI,TODOS,UNIDOS,VOTO_VALIDO,VOTO_BLANCO,VOTO_NULO,VOTO_EMITIDO,VOTO_VALIDO_SISTEMA,VOTO_EMITIDO_SISTEMA
8000111,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,2,U.E. Nicolas Suarez,6,177,28,0,0,0,20,0,0,75,0,0,0,0,13,0,136,5,4,145,136,145
8000121,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32007,U.E. Kinder Republica Argentina (Temporal),1,220,30,0,3,3,19,0,0,101,1,0,0,1,14,0,172,0,9,181,172,181
8000131,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32007,U.E. Kinder Republica Argentina (Temporal),2,220,17,1,0,1,26,0,0,109,1,0,0,1,13,0,169,6,4,179,169,179
8000141,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32007,U.E. Kinder Republica Argentina (Temporal),3,220,21,0,4,0,24,0,0,113,0,0,0,1,18,0,181,6,3,190,181,190
8000151,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32007,U.E. Kinder Republica Argentina (Temporal),4,204,21,2,2,2,20,0,0,103,1,0,0,0,19,0,170,7,3,180,170,180
8000161,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Instituto Americano (Temporal),1,220,25,2,1,0,30,0,0,92,0,0,0,1,16,0,167,5,5,177,167,177
8000171,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Instituto Americano (Temporal),2,220,25,2,0,3,22,0,0,93,2,0,0,0,17,0,164,3,3,170,164,170
8000181,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Instituto Americano (Temporal),3,220,18,2,3,2,36,0,0,86,0,0,0,2,20,0,169,6,1,176,169,176
8000191,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Instituto Americano (Temporal),4,220,34,2,1,1,12,0,0,117,0,0,0,0,15,0,182,0,5,187,182,187
8000201,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Instituto Americano (Temporal),5,182,25,2,0,0,18,0,0,85,0,0,0,1,8,0,139,4,6,149,139,149
8000211,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,1,220,16,3,4,2,19,0,0,107,0,0,0,0,15,0,166,4,4,174,166,174
8000221,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,2,220,27,2,1,0,24,0,0,98,2,0,0,2,13,0,169,7,11,187,169,187
8000231,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,3,220,22,2,0,3,24,0,0,97,0,0,0,1,16,0,165,5,4,174,165,174
8000241,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,4,220,19,0,2,0,24,0,0,106,0,0,0,3,12,0,166,8,4,178,166,178
8000251,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,5,220,30,0,2,1,15,0,0,102,0,0,0,4,12,0,166,10,4,180,166,180
8000261,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,6,220,24,2,1,1,36,0,0,88,0,0,0,2,16,0,170,6,8,184,170,184
8000271,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,7,220,19,0,2,0,19,0,0,114,0,0,0,1,17,0,172,12,5,189,172,189
8000281,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8,220,17,0,3,0,36,0,0,103,0,0,0,3,13,0,175,9,2,186,175,186
8000291,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,9,220,24,2,1,0,31,0,0,108,0,0,0,0,10,0,176,11,3,190,176,190
8000301,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,10,234,24,0,4,1,29,0,0,114,0,0,0,2,9,0,183,6,3,192,183,192
8000311,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B.Medicina (Temporal),1,220,37,0,2,0,24,0,0,97,0,0,0,2,12,0,174,7,3,184,174,184
8000321,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B.Medicina (Temporal),2,220,23,1,2,0,22,0,0,99,0,0,0,3,14,0,164,6,4,174,164,174
8000331,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B.Medicina (Temporal),3,220,20,3,0,0,31,0,0,102,0,0,0,2,11,0,169,7,8,184,169,184
8000341,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B.Medicina (Temporal),4,220,22,1,3,1,41,0,0,88,0,0,0,2,14,0,172,8,3,183,172,183
8000351,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B.Medicina (Temporal),5,220,20,3,3,1,18,0,0,102,0,0,0,0,17,0,164,6,3,173,164,173
8000361,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B.Medicina (Temporal),6,220,25,0,3,1,21,0,0,106,0,0,0,1,14,0,171,11,3,185,171,185
8000371,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B.Medicina (Temporal),7,220,8,2,2,1,29,0,0,109,2,0,0,3,15,0,171,4,3,178,171,178
8000381,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B.Medicina (Temporal),8,113,17,0,0,0,14,0,0,55,0,0,0,0,7,0,93,2,1,96,93,96
8000391,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raül Monje Roca,1,220,32,1,2,1,28,0,0,99,0,0,0,2,13,0,178,6,6,190,178,190
8000401,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raül Monje Roca,2,220,26,2,2,0,23,0,0,115,1,0,0,1,4,0,174,7,11,192,174,192
8000411,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raül Monje Roca,3,220,33,5,1,2,26,0,0,104,1,0,0,0,10,0,182,5,3,190,182,190
8000421,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raül Monje Roca,4,220,29,1,1,1,34,0,0,97,1,0,0,3,4,0,171,8,2,181,171,181
8000431,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raül Monje Roca,5,220,19,2,0,5,28,0,0,100,0,0,0,1,13,0,168,12,9,189,168,189
8000441,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raül Monje Roca,6,220,18,1,2,1,30,0,0,119,0,0,0,1,8,0,180,10,4,194,180,194
8000451,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raül Monje Roca,7,220,16,3,2,0,20,0,0,123,0,0,0,1,6,0,171,9,6,186,171,186
8000461,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raül Monje Roca,8,220,19,1,4,3,32,0,0,111,0,0,0,1,15,0,186,2,4,192,186,192
8000471,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raül Monje Roca,9,220,30,0,5,3,25,0,0,98,0,0,0,1,7,0,169,8,5,182,169,182
8000481,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raül Monje Roca,10,220,19,0,2,1,29,0,0,99,0,0,0,5,16,0,171,8,4,183,171,183
8000491,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raül Monje Roca,11,220,17,2,5,2,20,0,0,105,2,0,0,1,14,0,168,11,9,188,168,188
8000501,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raül Monje Roca,12,140,14,1,3,2,21,0,0,73,0,0,0,0,3,0,117,5,4,126,117,126
8000511,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,1,220,19,2,4,2,35,0,0,89,0,0,0,2,23,0,176,8,3,187,176,187
8000521,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,2,220,17,3,3,2,29,0,0,110,0,0,0,1,6,0,171,10,1,182,171,182
8000531,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,3,220,18,2,2,1,37,0,0,104,0,0,0,0,11,0,175,9,5,189,175,189
8000541,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,4,220,17,1,5,2,24,0,0,105,0,0,0,1,5,0,160,8,6,174,160,174
8000551,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,5,220,19,0,4,4,18,0,0,97,2,0,0,1,22,0,167,6,4,177,167,177
8000561,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,6,220,13,5,0,1,42,0,0,105,0,0,0,1,6,0,173,10,4,187,173,187
8000571,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,7,220,24,1,3,2,29,0,0,106,1,0,0,1,15,0,182,6,3,191,182,191
8000581,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8,220,16,3,1,7,29,0,0,102,0,0,0,0,13,0,171,9,9,189,171,189
8000591,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,9,220,22,8,2,4,27,0,0,95,2,0,0,0,10,0,170,12,6,188,170,188
8000601,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,10,220,18,3,2,3,33,0,0,107,2,0,0,3,10,0,181,9,4,194,181,194
8000611,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,11,220,25,0,4,6,21,0,0,95,1,0,0,0,16,0,168,8,1,177,168,177
8000621,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,12,220,15,2,7,2,35,0,0,94,0,0,0,1,10,0,166,9,7,182,166,182
8000631,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,13,220,16,2,1,2,35,0,0,97,1,0,0,1,7,0,162,13,3,178,162,178
8000641,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,14,217,16,1,2,2,24,0,0,94,0,0,0,2,10,0,151,8,20,179,151,179
8000651,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,1,220,17,3,8,1,45,0,0,76,0,0,0,1,10,0,161,9,3,173,161,173
8000661,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,2,220,15,3,3,0,24,0,0,106,0,0,0,1,18,0,170,14,9,193,170,193
8000671,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,3,220,19,2,4,2,38,0,0,84,0,0,0,2,8,0,159,17,8,184,159,184
8000681,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,4,220,14,3,2,0,32,0,0,100,0,0,0,1,11,0,163,13,6,182,163,182
8000691,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,5,220,13,3,4,2,49,0,0,77,1,0,0,1,13,0,163,17,7,187,163,187
8000701,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,6,220,22,2,5,1,28,0,0,84,0,0,0,2,10,0,154,15,8,177,154,177
8000711,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,7,220,28,2,5,1,25,0,0,83,0,0,0,0,20,0,164,16,6,186,164,186
8000721,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8,220,20,1,5,3,34,0,0,85,0,0,0,1,7,0,156,15,8,179,156,179
8000731,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,9,220,12,3,0,4,38,0,0,101,0,0,0,0,5,0,163,12,11,186,163,186
8000741,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,10,220,24,2,3,2,32,0,0,98,1,0,0,0,9,0,171,9,8,188,171,188
8000751,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,11,220,27,1,4,3,24,0,0,97,0,0,0,1,12,0,169,15,4,188,169,188
8000761,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,12,220,30,3,4,2,29,0,0,95,0,0,0,0,14,0,177,11,8,196,177,196
8000771,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,13,220,34,4,4,0,32,0,0,73,2,0,0,0,19,0,168,7,6,181,168,181
8000781,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,14,111,8,0,2,2,22,0,0,49,0,0,0,0,6,0,89,6,1,96,89,96
8000791,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,29,(Cárcel) Cárcel De Mujeres,1,55,8,1,5,1,8,0,0,9,0,0,0,0,2,0,34,6,0,40,34,40
8000801,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32004,"Cancha Polifuncional """"Junta de Vecinos San Juan"""" (Temporal)",1,220,22,2,4,1,25,0,0,97,1,0,0,2,10,0,164,10,3,177,164,177
8000811,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32004,"Cancha Polifuncional """"Junta de Vecinos San Juan"""" (Temporal)",2,220,20,1,6,4,32,0,0,111,0,0,0,0,4,0,178,16,5,199,178,199
8000821,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32004,"Cancha Polifuncional """"Junta de Vecinos San Juan"""" (Temporal)",3,220,15,3,1,5,28,0,0,94,1,0,0,4,18,0,169,15,5,189,169,189
8000831,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32004,"Cancha Polifuncional """"Junta de Vecinos San Juan"""" (Temporal)",4,220,10,3,4,5,30,0,0,101,2,0,0,0,23,0,178,6,3,187,178,187
8000841,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32004,"Cancha Polifuncional """"Junta de Vecinos San Juan"""" (Temporal)",5,220,23,4,4,2,26,0,0,106,2,0,0,1,15,0,183,6,3,192,183,192
8000851,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32004,"Cancha Polifuncional """"Junta de Vecinos San Juan"""" (Temporal)",6,220,9,4,1,3,39,0,0,100,1,0,0,2,9,0,168,6,3,177,168,177
8000861,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32004,"Cancha Polifuncional """"Junta de Vecinos San Juan"""" (Temporal)",7,220,19,3,2,0,24,0,0,104,1,0,0,3,13,0,169,9,4,182,169,182
8000871,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32004,"Cancha Polifuncional """"Junta de Vecinos San Juan"""" (Temporal)",8,136,9,4,4,1,19,0,0,63,1,0,0,0,9,0,110,2,4,116,110,116
8000881,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad (Temporal),1,220,8,7,3,0,30,0,0,118,3,0,0,0,8,0,177,5,6,188,177,188
8000891,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad (Temporal),2,220,28,2,5,4,20,0,0,99,0,0,0,0,16,0,174,14,1,189,174,189
8000901,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad (Temporal),3,220,25,4,7,3,18,0,0,84,3,0,0,0,24,0,168,8,10,186,168,186
8000911,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad (Temporal),4,220,17,4,3,3,25,0,0,112,0,0,0,3,5,0,172,9,3,184,172,184
8000921,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad (Temporal),5,220,20,1,3,1,31,0,0,97,0,0,0,1,21,0,175,10,6,191,175,191
8000931,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad (Temporal),6,220,22,2,8,1,29,0,0,95,2,0,0,0,9,0,168,12,5,185,168,185
8000941,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad (Temporal),7,96,10,0,2,1,8,0,0,42,2,0,0,1,8,0,74,3,2,79,74,79
8000951,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32006,Caritas (Temporal),1,220,30,0,2,1,28,0,0,91,0,0,0,2,9,0,163,16,5,184,163,184
8000961,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32006,Caritas (Temporal),2,220,16,2,6,3,25,0,0,103,1,0,0,0,16,0,172,10,6,188,172,188
8000971,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32006,Caritas (Temporal),3,220,30,3,6,3,29,0,0,83,0,0,0,1,13,0,168,9,4,181,168,181
8000981,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32006,Caritas (Temporal),4,220,19,1,2,1,37,0,0,101,0,0,0,1,12,0,174,9,7,190,174,190
8000991,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32006,Caritas (Temporal),5,220,18,2,3,5,23,0,0,94,2,0,0,1,10,0,158,18,7,183,158,183
8001001,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32006,Caritas (Temporal),6,220,16,3,2,5,43,0,0,71,2,0,0,1,16,0,159,11,10,180,159,180
8001011,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,32006,Caritas (Temporal),7,27,2,1,1,0,2,0,0,14,0,0,0,0,1,0,21,2,0,23,21,23
8001021,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,1,220,20,0,2,3,33,0,0,104,2,0,0,0,7,0,171,16,4,191,171,191
8001031,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,2,220,14,1,2,0,36,0,0,114,0,0,0,1,4,0,172,10,5,187,172,187
8001041,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,3,220,20,1,5,4,22,0,0,121,1,0,0,2,4,0,180,7,6,193,180,193
8001051,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,4,220,14,3,1,0,24,0,0,101,0,0,0,1,11,0,155,10,3,168,155,168
8001061,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,5,220,15,0,4,2,30,0,0,118,1,0,0,2,10,0,182,11,3,196,182,196
8001071,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,6,220,27,3,7,1,25,0,0,97,0,0,0,1,10,0,171,8,3,182,171,182
8001081,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,7,220,15,0,3,3,43,0,0,100,2,0,0,0,16,0,182,4,7,193,182,193
8001091,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8,220,22,4,5,2,25,0,0,91,1,0,0,0,18,0,168,15,7,190,168,190
8001101,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,9,220,24,0,8,8,21,0,0,103,0,0,0,1,7,0,172,11,8,191,172,191
8001111,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,10,220,10,0,3,2,21,0,0,118,0,0,0,0,20,0,174,9,4,187,174,187
8001121,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,11,220,17,0,5,1,27,0,0,109,0,0,0,2,10,0,171,10,4,185,171,185
8001131,GOBERNADOR(A),32,Bolivia,8,Beni,1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,12,220,25,5,9,2,26,0,0,86,1,0,0,2,11,0,167,11,5,183,167,183
